OUTDATED
K,U,red,red
W,R,red,blue
Z,V,blue,blue
W,I,red,green
S,Z,blue,red
S,T,green,blue
V,N,blue,green
Y,Q,blue,blue
O,I,blue,red
T,G,red,blue
S,F,green,green
Y,E,green,blue
Q,R,blue,blue
U,F,red,green
U,Y,green,green
P,M,red,blue
O,C,blue,red
J,O,red,blue
I,D,green,red
X,T,blue,green
F,E,green,red
C,Q,blue,red
U,I,blue,blue
U,F,green,red
Y,A,red,green
J,V,red,green
L,A,green,red
X,L,green,blue
Q,J,red,green
H,I,green,blue
W,P,blue,blue
P,T,blue,red
U,W,blue,blue
V,Z,blue,red
P,I,green,red
F,N,blue,green
F,U,blue,green
Q,D,blue,green
X,U,red,green
E,A,green,blue
J,C,red,blue
N,O,red,green
M,N,green,green
G,I,red,red
E,A,blue,green
H,S,blue,green
H,F,red,blue
W,P,blue,blue
V,I,blue,blue
F,V,green,green
N,W,green,blue
Q,X,blue,blue
F,U,blue,blue
E,Q,blue,blue
C,V,green,red
U,G,blue,blue
I,D,red,red
V,B,red,green
J,B,green,blue
Y,S,blue,green
Y,P,blue,red
Y,C,red,green
J,L,blue,red
N,Z,green,red
R,V,blue,blue
L,D,red,blue
N,K,red,red
V,L,red,red
X,R,red,blue
H,M,red,red
I,R,blue,green
Y,T,blue,green
G,Z,green,blue
U,F,green,green
J,P,blue,blue
Y,E,blue,blue
U,J,green,green
H,V,blue,green
I,C,green,blue
H,K,red,green
Z,N,green,red
I,W,red,blue
M,Q,red,green
F,H,blue,green
Z,X,blue,green
F,H,blue,green
V,H,red,green
M,V,red,red
M,P,red,red
C,H,green,blue
Q,H,blue,red
P,G,blue,red
H,E,blue,red
K,S,red,red
S,U,blue,red
X,M,red,red
E,I,green,green
D,O,red,red
I,W,blue,red
W,G,red,blue
D,L,blue,red
W,Z,red,green
R,H,green,red
Q,R,blue,blue
X,T,red,green
S,Y,blue,green
U,J,green,red
H,M,green,red
X,T,green,red
U,H,red,blue
A,W,red,red
Z,S,blue,blue
Q,M,red,blue
N,Y,green,blue
E,B,blue,red
C,W,red,blue
N,S,blue,blue
Q,O,green,blue
Q,P,green,red
X,T,green,blue
U,Y,blue,blue
N,K,red,red
Y,T,blue,red
C,S,red,red
T,W,green,green
D,I,green,red
A,S,green,red
T,Z,green,green
B,H,blue,blue
T,U,red,blue
L,X,blue,blue
M,W,green,green
N,E,green,red
J,R,green,red
D,M,green,green
T,U,red,blue
H,Z,green,green
H,O,red,blue
M,T,green,blue
I,S,blue,blue
U,Y,red,green
J,K,red,red
C,J,green,green
D,G,green,red
A,C,red,green
I,P,green,green
I,U,green,red
N,K,blue,blue
S,E,red,red
N,U,blue,red
L,U,green,green
M,F,blue,red
M,R,green,red
E,G,red,red
J,M,green,green
B,E,blue,blue
K,B,blue,blue
B,Z,red,red
F,W,blue,blue
C,R,red,blue
R,C,blue,red
Q,Y,green,green
Y,L,green,blue
X,Z,green,red
M,O,green,blue
R,K,red,green
Z,C,blue,red
N,V,blue,green
R,I,green,green
V,P,red,green
Q,X,green,blue
I,F,green,green
X,R,blue,blue
Z,O,blue,green
O,P,blue,blue
N,G,red,red
X,Y,red,blue
F,D,blue,green
V,O,green,blue
Q,F,red,green
D,W,blue,blue
W,J,red,green
I,U,red,red
F,R,green,blue
Y,G,green,red
T,X,blue,red
H,N,red,red
U,G,blue,red
P,X,green,green
X,V,blue,green
D,Z,red,green
V,A,green,blue
I,V,blue,blue
S,B,green,red
I,O,blue,green
B,R,red,green
S,T,red,red
J,W,red,blue
R,Y,blue,red
R,Y,blue,blue
K,V,red,red
Y,K,blue,green
R,M,blue,blue
C,V,red,green
X,E,red,red
A,G,blue,green
R,X,green,red
S,T,blue,red
I,C,red,green
O,N,red,red
C,S,green,green
W,S,blue,red
Z,T,red,red
S,E,red,green
F,D,blue,red
L,M,green,blue
A,K,red,green
O,S,red,red
J,E,green,blue
E,Q,blue,blue
L,V,blue,red
W,O,red,red
S,P,blue,red
D,W,blue,red
C,J,green,red
I,M,red,blue
H,I,blue,blue
H,C,green,blue
E,O,green,blue
N,B,blue,green
X,Z,red,red
M,B,blue,red
I,O,green,green
L,W,red,blue
G,M,blue,green
H,Q,blue,green
E,Y,green,red
H,Y,green,green
M,D,green,blue
I,Q,green,blue
P,U,blue,red
A,U,green,green
L,Z,green,red
I,Q,blue,red
N,P,blue,green
O,D,green,red
X,U,green,blue
A,E,red,green
V,N,green,red
N,S,red,red
T,K,red,blue
H,Q,green,green
H,O,red,green
F,N,red,red
M,L,red,red
X,S,blue,red
G,Q,red,green
Y,B,blue,green
V,Y,blue,red
T,I,red,red
T,B,red,green
M,Y,blue,blue
M,L,green,green
O,C,red,blue
O,A,blue,red
T,S,blue,blue
D,W,green,red
P,I,red,green
J,I,green,red
N,Q,green,red
M,A,blue,green
A,C,blue,red
P,M,blue,blue
V,S,green,green
B,Q,green,blue
Y,T,green,red
K,B,green,green
R,Z,red,green
O,F,blue,blue
I,L,green,green
X,Q,red,blue
I,L,red,blue
A,T,blue,green
L,F,red,blue
K,H,red,red
M,R,blue,red
A,K,green,green
B,V,green,green
Y,O,blue,green
S,W,blue,green
X,Y,red,green
Z,N,red,green
E,G,green,red
G,F,green,green
A,S,red,blue
O,W,blue,red
L,N,green,blue
Z,H,red,blue
L,Z,green,green
X,D,blue,green
L,Y,green,red
S,H,blue,green
L,M,red,green
O,N,green,red
Q,Z,green,red
E,U,green,red
A,B,red,red
D,A,green,green
E,B,blue,red
P,L,red,red
S,M,green,blue
I,Q,blue,red
T,V,green,blue
S,L,green,red
Y,B,red,red
O,E,red,blue
E,O,green,green
T,Q,green,blue
K,H,blue,green
S,R,red,red
F,N,blue,green
X,Q,red,red
K,D,red,green
T,E,green,blue
K,F,red,blue
Y,Z,red,green
P,S,blue,blue
B,H,blue,red
Z,Q,red,blue
V,G,red,red
L,X,red,red
T,Y,green,green
C,I,green,red
D,E,blue,green
E,A,red,green
P,K,red,green
U,Z,green,red
D,H,red,red
D,Z,green,red
R,I,blue,green
D,F,red,red
R,Z,red,blue
Z,A,green,red
P,D,blue,red
S,K,red,blue
H,N,green,red
H,U,red,green
C,R,blue,blue
I,V,red,blue
N,R,green,red
F,Z,red,green
Z,T,green,green
S,A,red,green
C,X,green,green
G,Z,green,green
S,Q,green,red
I,D,red,red
B,X,blue,red
G,H,red,blue
D,S,red,green
M,O,red,red
V,J,red,blue
F,T,green,green
P,Y,red,red
S,F,red,green
K,R,green,green
E,K,green,green
Y,Q,red,green
M,L,red,blue
X,Z,red,blue
I,O,green,blue
I,E,blue,blue
F,S,blue,red
A,C,green,blue
T,D,blue,red
M,I,blue,red
Y,P,red,green
R,Q,red,red
N,R,red,blue
X,R,red,green
S,Z,blue,blue
A,X,red,red
N,Z,green,red
I,J,green,blue
B,L,blue,blue
F,I,blue,green
Y,V,red,green
A,D,green,red
H,G,green,blue
L,F,red,red
R,N,blue,blue
G,R,green,green
T,U,blue,red
Y,F,red,green
O,U,green,blue
E,P,red,green
C,H,blue,blue
Q,Z,red,green
I,S,green,green
B,R,blue,red
D,B,blue,blue
A,B,blue,green
D,B,green,red
M,E,green,red
Z,B,red,green
E,M,red,green
K,Z,red,blue
A,D,red,green
F,V,red,blue
D,I,blue,blue
T,L,blue,blue
S,U,green,blue
Z,A,red,green
L,P,red,green
W,G,blue,green
I,V,blue,red
O,X,red,green
T,P,green,blue
L,X,green,red
P,E,blue,blue
A,V,blue,blue
T,K,green,red
F,J,blue,red
T,H,blue,red
Y,A,blue,blue
L,A,green,red
F,G,red,green
E,I,red,blue
M,B,green,red
M,C,blue,red
V,T,blue,red
P,G,green,green
A,P,green,blue
S,V,green,red
A,I,blue,blue
E,M,blue,blue
E,M,green,green
D,I,red,green
I,Z,green,green
H,O,blue,red
U,X,green,green
W,F,blue,red
C,P,green,red
S,Y,blue,blue
S,E,blue,blue
N,I,red,blue
D,L,green,green
H,N,red,blue
Y,G,red,blue
F,W,blue,red
N,D,red,blue
G,B,blue,green
Y,L,blue,green
T,I,green,red
I,R,blue,red
Q,N,green,blue
Y,N,blue,red
U,C,red,blue
Q,I,green,blue
D,S,green,blue
K,A,green,green
H,I,green,red
P,H,blue,green
P,D,green,green
U,R,green,red
P,S,green,red
H,V,green,blue
P,Y,green,red
Y,U,green,blue
O,N,red,blue
N,L,blue,green
Z,K,blue,green
L,Z,blue,blue
Q,H,blue,red
S,J,blue,red
A,L,blue,blue
V,F,green,red
Y,H,green,red
F,J,blue,red
V,M,green,red
W,O,green,red
I,N,blue,red
O,M,red,red
Z,E,blue,blue
E,T,green,red
F,L,red,red
O,P,red,red
D,E,green,blue
B,Y,blue,red
Z,F,red,blue
F,T,blue,green
Z,G,red,green
H,W,blue,green
Q,F,green,blue
Y,N,green,red
G,U,red,red
U,V,red,red
K,Q,green,red
I,G,blue,green
S,W,blue,red
B,C,red,blue
I,O,blue,green
Y,S,red,green
K,U,red,green
J,D,green,red
Z,T,red,blue
I,W,red,green
O,P,green,red
D,V,red,blue
M,K,blue,green
D,Y,blue,green
E,S,blue,green
K,G,green,red
N,G,green,blue
Z,U,blue,blue
W,K,blue,blue
G,R,blue,green
Q,I,blue,red
L,J,blue,red
P,R,blue,red
G,I,blue,green
K,T,green,green
F,M,green,blue
D,K,green,blue
W,N,green,green
M,T,green,red
J,B,blue,red
C,Z,red,green
K,M,green,green
A,P,green,blue
I,U,red,green
I,M,blue,blue
N,X,blue,green
J,I,red,blue
R,S,green,green
D,G,blue,blue
T,K,blue,blue
F,U,green,blue
O,Q,green,green
S,Y,green,red
I,R,red,red
F,M,green,red
L,B,blue,green
W,V,green,red
F,C,blue,red
M,N,green,red
B,R,blue,blue
V,X,blue,red
D,F,green,red
U,Z,blue,green
U,F,red,blue
N,R,green,green
K,E,blue,blue
C,N,red,red
K,E,red,red
E,V,blue,blue
H,C,red,red
U,E,blue,green
X,E,green,blue
N,U,blue,blue
U,Q,red,green
F,T,blue,green
H,Z,green,blue
I,K,red,blue
A,J,green,green
P,X,green,green
K,A,blue,blue
G,K,red,red
F,S,green,blue
Q,H,green,red
E,W,blue,blue
G,J,blue,red
F,H,red,blue
P,G,red,red
W,S,blue,blue
K,N,blue,green
X,Y,blue,green
B,W,green,blue
L,K,red,green
S,R,red,red
P,L,green,green
F,S,blue,blue
P,O,blue,red
Z,N,red,blue
Y,U,red,green
L,E,green,green
U,V,red,red
H,D,green,red
G,H,blue,green
P,E,blue,red
E,V,blue,green
X,E,red,red
Z,I,green,green
A,H,blue,green
D,L,blue,red
U,Z,green,red
F,K,blue,blue
C,L,blue,red
M,K,red,green
U,Y,red,green
V,P,red,green
I,C,red,green
I,N,green,green
S,B,red,blue
I,L,blue,blue
V,U,green,red
Z,L,blue,red
S,B,green,blue
J,I,green,blue
F,C,blue,red
E,B,red,red
D,J,green,red
Z,K,red,blue
Z,E,blue,blue
B,N,blue,green
S,P,green,red
Z,R,blue,green
V,U,red,red
E,A,green,red
L,H,red,blue
T,S,red,green
C,E,red,blue
E,I,green,blue
P,X,blue,blue
Q,S,red,green
B,L,blue,red
D,U,blue,green
E,P,red,red
Q,B,red,red
P,L,blue,green
X,H,red,blue
S,P,blue,red
Y,B,green,blue
F,W,blue,red
V,N,blue,red
Z,Y,red,green
D,R,red,blue
D,B,blue,green
N,D,blue,blue
L,N,blue,green
H,U,blue,green
A,S,green,blue
R,H,red,green
B,U,blue,red
T,R,red,blue
I,N,green,red
Q,X,green,blue
H,E,blue,red
E,P,blue,red
E,X,green,red
B,P,blue,green
N,L,green,green
B,E,red,green
R,S,blue,green
T,U,red,red
M,Y,blue,blue
A,W,green,red
D,F,blue,red
I,Z,red,green
S,J,red,blue
T,J,blue,red
A,F,green,red
B,Y,blue,red
L,C,red,blue
N,P,green,red
W,D,blue,green
T,P,red,red
X,N,blue,red
U,M,red,red
M,X,green,blue
T,I,red,green
W,H,blue,blue
D,S,red,green
W,I,blue,red
J,W,red,red
S,K,blue,green
K,W,red,red
P,S,blue,red
X,K,blue,red
M,T,red,green
R,H,red,blue
S,Q,green,blue
R,N,red,red
S,H,blue,red
A,K,blue,red
Z,M,blue,green
N,M,blue,green
Y,H,red,green
H,X,blue,blue
S,R,green,green
U,Q,red,green
B,C,blue,red
R,E,red,red
K,S,green,blue
M,F,green,red
R,V,blue,blue
A,P,green,blue
W,V,green,blue
I,T,green,green
C,X,red,red
X,D,blue,green
P,N,blue,blue
B,Y,red,red
F,U,blue,green
W,D,green,red
O,Q,green,green
A,T,blue,red
M,D,blue,blue
B,S,blue,blue
L,S,green,red
U,G,green,red
R,B,blue,blue
J,K,red,green
F,K,green,green
J,U,blue,green
G,I,blue,blue
D,X,green,blue
C,B,blue,red
N,B,green,red
R,F,blue,green
Y,Q,green,blue
Q,T,red,blue
M,S,blue,blue
G,H,green,green
T,J,blue,green
N,E,red,red
X,Y,red,green
M,Y,blue,red
F,M,red,green
I,J,blue,red
W,F,red,blue
K,Y,red,red
W,D,blue,blue
O,S,red,red
O,Z,green,red
I,B,blue,red
G,W,green,red
K,E,green,blue
R,S,blue,blue
G,I,green,green
Z,J,red,red
Y,Q,red,blue
Z,A,blue,blue
Q,H,red,blue
B,T,red,green
Z,J,blue,red
Q,X,red,red
Z,F,red,blue
G,Y,green,blue
V,E,red,green
W,A,blue,red
R,A,blue,red
F,T,blue,red
A,G,blue,red
I,L,green,green
X,I,green,red
T,H,blue,green
U,A,blue,green
P,T,blue,red
M,K,red,blue
L,B,blue,red
V,D,red,blue
A,M,red,blue
K,Y,blue,blue
Q,M,red,red
H,A,blue,blue
A,P,blue,red
M,Q,blue,red
O,S,red,green
W,E,green,green
P,I,red,green
K,D,blue,blue
A,M,green,green
B,N,red,red
D,P,blue,red
A,P,blue,red
Z,Q,blue,blue
B,U,green,red
B,F,blue,blue
U,N,green,blue
G,T,blue,red
I,Z,blue,blue
K,A,red,blue
F,O,green,blue
P,G,green,blue
U,K,blue,green
F,D,blue,red
U,H,red,green
C,B,green,green
I,T,green,green
O,X,red,red
M,R,red,green
G,Z,red,green
V,C,green,green
X,Y,blue,red
I,Q,green,red
I,H,blue,green
L,F,blue,red
H,F,green,blue
F,R,green,red
H,C,green,red
T,C,blue,red
G,I,green,blue
Y,P,blue,green
K,V,blue,blue
E,G,red,red
O,G,red,red
U,W,green,blue
I,V,red,green
B,P,red,red
O,R,blue,green
C,J,green,green
N,U,blue,red
Q,W,red,green
V,Y,red,green
N,R,green,red
G,F,green,red
N,P,red,blue
A,Y,green,green
J,N,blue,green
U,P,blue,red
U,V,blue,blue
N,W,green,blue
Z,N,green,red
S,M,blue,red
V,L,green,blue
S,H,red,blue
F,R,green,green
Q,M,green,red
I,G,green,blue
I,P,blue,blue
L,V,green,red
B,R,red,blue
W,K,red,red
Q,F,green,red
W,H,blue,blue
E,N,blue,red
R,T,red,green
Z,H,blue,blue
C,J,green,red
U,E,green,red
W,J,green,red
E,R,red,blue
W,N,red,green
O,D,green,blue
O,F,red,blue
L,X,blue,red
N,D,green,blue
Y,B,blue,red
F,Z,red,red
T,Q,red,red
B,Q,red,green
V,I,green,red
Y,D,red,green
Y,F,blue,red
G,C,blue,green
I,U,green,red
Z,Y,red,red
J,U,blue,blue
X,I,blue,red
Z,C,red,red
I,Y,blue,red
K,T,green,green
I,W,red,red
Z,K,green,blue
H,Z,red,green
C,Z,blue,red
S,N,blue,blue
M,H,red,green
E,O,blue,green
Y,B,green,red
Z,W,green,green
N,D,red,red
W,F,green,green
P,M,red,blue
R,X,green,green
B,G,blue,green
F,A,blue,blue
V,Z,green,green
T,Z,green,red
U,E,blue,blue
D,Z,blue,green
Q,R,green,blue
Y,J,red,red
Z,G,green,red
I,F,green,blue
R,U,red,red
W,G,green,green
N,Y,red,blue
S,K,blue,green
Z,Y,green,red
T,Z,green,green
C,B,green,green
T,U,blue,green
H,A,red,green
K,X,green,green
H,A,blue,green
C,I,red,blue
A,H,green,red
F,W,blue,green
O,G,blue,blue
A,U,green,red
O,M,blue,blue
W,S,green,green
Y,Z,blue,blue
D,F,green,blue
E,O,blue,green
E,X,red,green
S,G,red,green
J,T,red,red
F,Q,green,red
H,A,blue,red
G,C,red,blue
N,H,green,green
D,E,red,blue
F,A,blue,blue
E,L,red,blue
B,Y,green,blue
A,E,blue,green
T,W,green,blue
H,K,green,green
T,W,blue,green
L,T,blue,blue
Y,U,green,blue
H,C,blue,red
V,G,red,blue
K,Z,red,red
J,P,blue,blue
D,K,green,green
L,M,blue,green
R,P,green,blue
H,F,red,green
L,P,blue,green
L,V,green,blue
Z,M,green,blue
X,E,green,green
T,K,blue,blue
P,I,blue,red
O,B,red,blue
H,Q,red,green
F,M,green,red
K,A,red,red
J,T,blue,blue
A,I,green,green
Q,I,red,green
W,T,red,red
W,T,green,red
W,N,red,blue
M,Z,blue,green
K,E,green,blue
Q,Z,blue,green
W,T,blue,red
C,Y,red,green
O,H,green,red
J,H,red,blue
H,C,red,blue
E,S,blue,green
U,P,green,green
C,I,blue,red
G,B,red,green
T,E,red,blue
L,E,red,red
D,N,green,red
B,K,green,blue
O,P,green,blue
P,Q,green,red
I,W,blue,green
R,E,green,green
Z,W,green,green
M,B,blue,blue
D,A,green,green
Z,O,red,green
Y,E,red,blue
E,P,green,green
N,B,green,green
A,Y,blue,red
B,N,blue,green
C,Z,blue,green
R,A,green,blue
H,M,red,blue
M,B,green,blue
W,C,red,blue
L,T,green,red
W,T,red,blue
B,Y,red,green
K,R,blue,blue
Q,F,blue,red
Y,D,blue,red
Z,R,green,blue
I,Y,green,red
X,P,blue,green
C,B,red,green
L,E,blue,green
F,H,green,blue
Q,Z,blue,green
S,H,green,red
M,B,red,green
H,N,blue,green
T,Q,blue,red
X,L,green,red
H,R,green,blue
Q,T,blue,green
Y,V,green,green
M,U,green,blue
E,N,blue,blue
I,S,blue,blue
I,Z,red,blue
U,F,green,green
E,J,blue,blue
E,W,blue,red
G,S,green,blue
H,I,red,blue
Z,T,green,blue
T,D,red,blue
G,C,red,green
Z,J,blue,green
N,O,green,green
Y,W,red,red
J,H,blue,red
O,I,red,red
C,R,red,red
R,N,blue,blue
Y,B,green,blue
Q,J,green,red
A,P,red,red
G,Z,red,green
M,K,red,green
M,Z,green,green
E,U,red,green
T,M,blue,red
E,T,green,blue
M,Y,red,blue
L,M,red,green
Z,Y,blue,green
H,Q,green,blue
M,E,blue,red
E,T,green,red
M,F,red,red
O,Q,blue,red
I,U,blue,blue
A,M,red,blue
C,M,blue,blue
B,M,blue,red
L,G,blue,blue
A,G,blue,red
B,A,red,green
H,Z,blue,red
S,D,blue,red
A,N,red,red
U,Z,green,green
I,L,green,blue
D,Y,blue,blue
B,L,blue,green
P,D,red,blue
I,Q,red,red
U,S,red,blue
Y,G,green,green
L,X,blue,blue
B,E,blue,red
P,H,green,green
P,L,blue,red
X,E,green,blue
D,N,green,blue
K,B,blue,red
F,M,green,blue
S,L,blue,blue
J,F,green,green
J,L,green,green
I,U,green,green
I,J,green,green
J,K,blue,red
O,N,blue,blue
N,H,green,red
P,M,blue,blue
W,G,red,green
E,F,green,blue
R,V,blue,red
Z,N,red,red
B,C,red,blue
U,Q,blue,blue
E,M,red,blue
Y,N,red,blue
O,S,blue,blue
T,Q,red,green
V,G,blue,red
C,S,green,blue
Q,A,blue,red
E,H,blue,red
T,Q,red,red
I,E,red,red
P,Y,blue,blue
E,I,red,red
B,Q,green,green
G,E,green,green
J,G,red,red
J,N,blue,blue
A,R,green,red
Z,S,blue,green
X,E,red,green
B,G,red,red
Y,X,green,green
Q,A,red,green
F,A,blue,red
P,Y,blue,blue
C,O,red,green
H,I,green,blue
B,F,blue,red
I,E,blue,green
J,D,green,red
X,W,red,blue
A,W,green,green
L,X,blue,green
N,G,green,green
O,U,green,green
O,W,red,red
W,E,blue,red
H,P,blue,red
D,E,green,green
X,H,red,green
V,T,green,green
W,Z,green,green
X,Z,green,green
H,Z,green,green
A,L,blue,red
T,F,red,green
D,P,red,green
P,H,blue,red
T,P,blue,green
O,I,green,green
R,Y,blue,green
V,F,red,blue
Z,C,blue,red
F,W,blue,green
G,B,blue,red
J,M,green,blue
A,V,blue,blue
H,E,green,blue
I,V,green,red
M,Q,red,red
M,C,blue,green
M,T,green,green
O,Q,red,blue
L,K,blue,blue
C,I,blue,green
M,Y,green,red
N,H,blue,green
K,I,blue,red
Z,H,blue,red
S,C,blue,red
B,O,blue,red
G,T,green,green
Z,I,red,blue
O,C,green,red
J,D,red,blue
O,X,blue,red
J,K,red,green
I,O,blue,blue
L,R,green,blue
M,N,red,green
A,Z,green,green
H,X,red,green
S,W,red,red
Y,T,blue,blue
F,L,blue,red
Y,H,green,blue
G,V,green,blue
B,Z,red,blue
O,B,red,green
M,J,red,red
Q,V,red,blue
J,L,blue,red
F,W,green,green
P,C,green,red
H,L,green,green
I,Z,green,green
Y,L,red,blue
F,Y,red,green
O,Z,blue,blue
O,Z,blue,green
L,X,blue,blue
Q,C,green,red
F,I,green,red
K,O,blue,red
K,Z,green,green
S,O,red,green
P,Z,blue,red
N,A,red,red
V,A,red,blue
F,L,red,blue
S,U,blue,red
D,Z,blue,blue
U,G,blue,green
E,W,blue,blue
X,N,red,blue
W,P,red,red
K,C,red,green
U,F,red,green
J,Z,red,red
S,G,green,blue
S,I,red,red
F,Y,red,red
I,C,blue,red
H,X,green,red
I,E,blue,blue
T,P,red,green
O,E,red,green
D,O,blue,red
E,G,blue,red
V,Y,green,blue
M,H,red,green
P,K,red,green
L,M,red,green
T,O,green,red
W,A,red,red
W,G,red,red
M,Q,blue,red
G,I,green,red
E,I,red,blue
E,K,red,red
B,G,blue,green
I,Z,blue,blue
W,J,green,red
I,W,green,red
M,I,red,red
E,G,blue,green
J,B,red,green
L,H,blue,red
L,X,green,green
F,K,blue,red
M,U,green,blue
N,H,red,green
G,P,green,red
I,D,blue,blue
L,C,blue,blue
J,A,green,blue
T,B,green,blue
B,M,blue,red
P,C,blue,green
O,W,blue,blue
U,A,green,green
W,K,red,blue
S,M,red,green
N,G,green,red
E,H,blue,blue
X,L,red,green
E,Y,blue,green
Z,N,blue,blue
C,Y,green,green
N,A,red,blue
H,W,red,blue
N,W,red,blue
O,X,red,red
X,W,blue,blue
G,Z,red,blue
I,O,blue,blue
Q,E,green,red
T,I,green,red
L,C,red,green
O,Z,blue,red
J,M,red,green
Y,L,red,red
W,N,red,green
S,G,red,red
M,I,blue,red
V,N,green,green
P,K,green,green
B,A,red,green
O,N,blue,blue
Q,E,red,green
Y,R,green,red
F,G,blue,blue
Y,X,green,green
G,K,green,green
U,W,red,blue
L,X,red,green
P,R,red,blue
T,L,green,blue
A,K,green,red
H,Z,blue,green
R,Y,blue,green
Q,U,blue,blue
S,M,blue,green
U,H,blue,blue
Y,S,green,red
D,V,blue,green
K,I,green,red
V,Y,red,green
F,M,green,red
H,C,green,green
E,S,red,red
M,X,red,green
N,T,red,red
U,H,green,red
E,L,green,green
K,E,blue,red
Z,G,red,green
F,B,blue,green
T,G,green,red
J,A,blue,blue
H,W,green,red
U,P,blue,blue
C,E,green,green
E,I,red,blue
I,B,red,blue
W,J,blue,red
W,M,blue,green
T,U,red,blue
Z,H,green,blue
H,L,red,green
U,O,blue,green
V,Z,blue,blue
G,N,red,green
U,Z,red,red
Z,I,blue,green
R,X,green,green
L,D,red,blue
I,K,green,green
N,O,blue,red
L,U,blue,green
Q,R,blue,green
L,E,red,red
E,T,green,blue
R,N,blue,blue
L,P,blue,blue
H,A,red,red
M,Q,red,red
I,R,blue,green
O,I,red,green
D,V,red,red
W,A,green,green
B,S,blue,red
E,R,blue,red
Q,F,red,green
C,W,red,red
K,G,green,blue
N,V,green,green
Y,D,green,red
D,G,blue,green
U,T,green,green
G,A,green,blue
B,Z,red,green
M,B,red,green
W,Q,green,green
D,S,red,green
V,Y,red,red
H,N,green,blue
J,Y,red,green
D,Z,red,green
R,A,blue,green
O,P,blue,red
K,R,blue,red
Q,B,green,blue
W,E,green,blue
W,S,blue,red
E,V,green,red
N,I,green,blue
T,S,green,green
E,S,green,red
K,V,red,red
U,O,red,red
O,X,blue,red
Z,D,blue,green
B,H,blue,blue
B,I,green,green
U,K,red,red
X,T,red,green
I,H,green,green
T,I,green,blue
E,Z,blue,green
L,B,blue,red
T,R,red,green
L,J,red,green
E,Y,blue,red
E,X,green,red
P,E,blue,blue
R,W,red,red
H,G,blue,blue
G,Z,red,red
M,A,green,red
P,Z,green,green
M,I,blue,blue
E,D,blue,blue
U,H,green,red
T,J,blue,green
R,I,blue,green
W,Y,green,blue
V,K,blue,red
P,S,blue,red
K,H,red,blue
W,L,blue,green
L,R,green,red
J,Y,green,red
X,Y,green,red
G,K,green,blue
Y,N,red,green
Z,R,blue,green
Q,R,red,blue
K,M,red,red
B,D,red,green
J,U,red,green
G,B,green,green
F,N,green,blue
R,L,green,red
S,Y,green,red
D,V,green,blue
O,E,blue,green
K,L,green,blue
P,D,green,blue
W,R,red,green
E,Y,red,blue
D,T,blue,blue
C,G,green,green
N,Y,red,blue
L,Y,blue,green
O,G,blue,blue
N,D,blue,green
P,A,green,blue
Z,M,red,red
M,X,blue,red
B,Y,green,red
V,M,green,red
O,W,green,green
M,U,green,blue
Q,H,green,green
H,F,red,red
U,R,blue,red
P,J,blue,green
F,D,red,red
P,K,blue,red
Z,B,red,blue
E,I,blue,blue
Y,W,blue,green
P,Z,green,red
D,R,red,red
Q,E,red,red
O,M,red,red
I,Y,green,red
A,M,red,red
F,K,green,red
S,G,red,red
M,A,red,green
E,Z,red,red
X,N,blue,red
I,D,green,green
V,R,green,green
Z,H,red,red
A,X,green,blue
D,X,blue,red
M,E,blue,red
Y,E,red,red
B,N,green,red
I,M,blue,red
P,N,green,green
Y,M,blue,red
X,H,green,green
W,O,green,red
P,M,green,red
L,Z,red,blue
T,J,blue,blue
Z,W,blue,green
T,M,red,green
B,P,green,green
Q,Z,red,red
H,E,green,green
K,Q,green,green
G,B,red,red
N,Y,blue,green
I,D,red,blue
I,M,blue,green
G,D,red,red
U,Q,blue,red
X,L,blue,green
Y,F,green,green
K,G,blue,red
G,R,green,red
U,O,blue,blue
E,Z,blue,green
M,P,red,green
P,R,green,green
E,G,red,blue
D,K,blue,blue
T,S,green,green
T,W,green,green
T,O,blue,green
E,R,blue,red
A,G,red,blue
M,P,red,green
I,W,red,green
Y,E,blue,green
Z,D,green,blue
J,O,blue,green
G,J,blue,red
H,E,blue,blue
U,O,green,green
C,T,blue,red
Q,G,red,red
I,O,red,blue
U,R,blue,red
T,P,green,green
Z,O,green,blue
A,M,blue,green
V,L,blue,green
T,M,red,red
W,T,blue,green
Z,B,red,blue
K,F,blue,green
D,B,green,green
I,N,red,red
L,C,red,green
O,H,red,red
L,Q,green,blue
V,N,green,green
R,U,red,green
H,C,red,blue
N,A,blue,blue
I,K,red,red
Z,X,blue,blue
Y,U,red,blue
L,N,blue,red
F,M,blue,green
F,X,red,blue
X,E,red,green
F,E,blue,blue
B,V,green,green
T,L,red,red
I,U,blue,red
O,X,blue,blue
P,O,blue,blue
J,L,blue,red
B,I,green,blue
E,C,red,blue
G,D,blue,red
Q,H,red,blue
A,U,red,red
B,Z,red,red
E,R,blue,blue
U,W,red,green
E,J,red,green
T,C,green,green
E,A,green,green
T,D,blue,red
D,V,green,red
U,A,green,blue
I,J,blue,blue
G,T,blue,blue
E,B,blue,red
D,X,blue,red
S,E,red,blue
L,H,green,red
H,P,blue,green
R,Q,blue,red
J,G,blue,green
G,A,red,red
C,A,red,green
I,B,red,blue
D,K,green,blue
S,H,red,green
C,E,blue,red
A,H,green,blue
S,H,blue,red
L,E,green,red
G,I,red,green
F,Y,blue,blue
D,H,green,green
J,I,blue,blue
P,F,red,red
W,T,red,blue
S,M,red,red
P,L,green,blue
